,Answers,words
1603,"У Росатома уникальное положение в экономической системе страны. И обусловлено оно реальными достижениями. Вместе с тем, бремя усложненной, громоздкой структуры управления сегодня не позволяет гибко реагировать на новые реалии. Заорганизовали так, что сутевые вопросы теперь носят формальный и декларативный характер. Ежечасно поступают десятки новых документов управленческого характера, которые не только не улучшают, но и ухудшают атмосферу в коллективе. Нет доверия, уважения. Есть соперничество и желание обогнать. Большая цель Росатома - объединить желание и возможности людей СОЗИДАТЬ. И выражаться это должно 1. В отказе от формализма, в котором сейчас тонут и руководители, и работники наших предприятий. 2. В заинтересованном реальном взаимодействии людей, а не бумаг, как это есть сейчас. Нужна реформа всей отрасли.","['это', 'человек', 'работа', 'который']"
1604,"тк я занимаюсь обучением персонала, то мне бы хотелось организовать и продумать такую возможность для персонала, чтобы это было удобно, доступно, тк многие обучения очные для персонала (особенно на станциях) целая проблема. например иметь для персонала отдельную ""площадку"" в мобильном телефоне для изучения английского языка. где при выполнении каких либо заданий определяется уровень, и по уровню организуются чаты на определенные темы - например техническое обсуждение вопросов или разговор на свободную тему. сотрудник получал бы доступ к такому ресурсу и в удобное для себя время мог бы развиваться, но это надо контролировать и курировать именно в организации, чтобы контролировать уровень знаний работника, переход его владения английским языком от от одного уровня к другому","['это', 'человек', 'работа', 'который']"
1605,"Здравствуйте! Очень интересный вопрос. Я работаю в атомной отрасли с 2003 года. За эти 15 лет многое поменялось. У нас появилась современная оргтехника и обстановка на рабочих местах улучшилась. У нас хороший социальный пакет. Вроде бы все делается для людей. Но у нас абсолютно на мой взгляд отсутствует работа с персоналом. Обучение по профессиональным вопросам проводится очень плохо, в основном обучения направлены на тему развития инструментов ПСР, но на местах они не применяются. Началось активное обучение Культуре безопасности, но на местах опять же все применяется очень плохо. А все почему - потому что многие люди не меняют свое мышление, люди не желают развиваться. У нас нет никаких корпоративных тренингов(может для высших руководителей и есть) направленных на психологическое развитие. Многие люди приходят на работу отсидеть от звонка до звонка ничего не хотят менять ни в себе ни вокруг себя. Большая цель - это развитие персонала, улучшение условий труда(инструменты, обстановка, современное оборудование, своевременные поставки материалов и т.п.) и отдыха, досуга персонала. А мне моя работа нравится, я тружусь с удовольствием.","['это', 'человек', 'работа', 'который']"
1606,"1. Адекватное отношение руководства к подчиненным: помощь при возникновении конкретных вопросов, а не, никому не нужное, причитание и ругань, многозначительные покачивания головой. 2. Адекватная работа служб закупки, снабжения: порой нужно заказать самую обычную вещь (ручка, батарейка, отвертка, мышь для компьютера, монитор, дозатор, лабораторная посуда), но когда дело доходит, создается впечатление, что пытаешься купить атомоход (планы, ТЗ, бумаги, бумаги, бумаги) не должно быть так - передовая госкорпорация, а напильник покупается не менее чем за 1 год, да и то, на момент когда покупается, сотрудники давно из дома всё принесли. 3. Возможности в сотрудничестве с другими компаниями, институтами, возможность делать совместную науку, эксперименты, исследования. Когда решаться вопросы подобно этим, решаться не на уровне глав предприятий и бумаг, а на уровне конкретных отделов, лабораторий, тогда ""большая цель"" достигаться будет в разы быстрее.","['это', 'человек', 'работа', 'который']"
1607,"Считаю, что по-настоящему большой, амбициозной и значимой для России и всего мира целью стоит сделать разработку и повсеместное коммерческое внедрение энергетических установок будущего: - Реакторы замкнутого топливного цикла - позволят минимизировать воздействие атомной отрасли на экологию; - Типовые реакторы малой и средней мощности - позволят шире использовать ядерную энергетику для удовлетворения потребностей различных клиентов, а также снизить себестоимость за счет серийного производства унифицированных узлов и агрегатов; - Субкомпактные реакторы - для обеспечения потребностей программ по освоению космоса, а также энергоснабжения высокоавтономных военных систем будущего; - Реакторы термоядерного синтеза - высшая ступень ядерных энергетических технологий.","['это', 'человек', 'работа', 'который']"
1608,"Большая цель: ГК ""Росатом"" - глобальная мировая компания №1, по строительству и обслуживанию АЭС, выпуску оборудования, ядерного топлива для АЭС; успешная, современная компания, использующая в производстве новые передовые технологии и научные достижения, в которой работают лучшие специалисты в своей области. Может вдохновить на работу и наполнить смыслом труд: Интересная работа, новейшая оргтехника в офисе, повышение квалификации сотрудников, условий труда (индивидуальных рабочих мест, просторный современный офис, хорошая офисная мебель, хорошая организация питания), социального (медицинское обслуживание, пенсионное обеспечение, санаторно-курортное обслуживание, культурно массовые мероприятия и др.) и материального обеспечения сотрудников (рост заработной платы, премий, бонусов).","['это', 'человек', 'работа', 'который']"
1609,"Работа в атомной отрасли гарантирует занятость. Заинтересована в своём будущем, считаю предприятия атомной отрасли перспективными, престижными. Демонстрировать хорошие результаты на текущей работе. Каждый из нас несет личную ответственность за результат своей работы и качество своего труда перед государством, отраслью, коллегами и заказчиками. В работе мы предъявляем к себе самые высокие требования. Оцениваются не затраченные усилия, а достигнутый результат. Успешный результат – основа для наших новых достижений. Мы с уважением относимся к нашим заказчикам, партнерам и поставщикам. Мы всегда внимательно слушаем, и слышим друг друга вне зависимости от занимаемых должностей и места работы. Мы уважаем историю и традиции отрасли. Достижения прошлого вдохновляют нас на новые победы.","['это', 'человек', 'работа', 'который']"
1610,"Любая ""большая цель"" вдохновляет, когда у тебя грамотный руководитель, взгляды, образ мысли и стиль руководства которого ты понимаешь, принимаешь и разделяешь, когда четко организован рабочий процесс, когда слаженно взаимодействует коллектив и когда все члены коллектива видят результаты своего труда - не лично для себя, а для страны, для отношений между странами, для улучшения качества жизни населения. Вот эти ощутимые результаты для общества, вне зависимости от наименования как такового той или иной ""большой цели"" и есть то, что наполняет смыслом ежедневный труд. Важно также видеть и понимать взаимосвязь между выполняемыми каждым членом коллектива задачами и видеть и понимать каким образом совокупность выполнения этих задач приведет к достижению ""большой цели"". Важно обладать всей полнотой информации, уметь переходить от общего к частному и наоборот; планировать, предвидеть результат. Не будет вдохновения работать, если человек просто выполняет узкопоставленную задачу, глубоко не погружен в тему и не находится в едином информационном пространстве со своими коллегами и руководством. Общность идей, задач, образа мысли и жизнь с пониманием того, что ваш труд нужен, важен, полезен для других людей не просто придают смысл ежедневному труду, - они делают человека счастливым.","['это', 'человек', 'работа', 'который']"
1611,"На первом дне информирования 2019 года Генеральный директор Госкорпорации «Росатом» А.Е. Лихачёв одним из приоритетов развития на 2019 год назвал «клиентоориентированность». Хотелось, чтобы главными «клиентами» Госкорпорации «Росатом» являлись её работники. «Большой целью» Росатома должно стать поднятие уровня жизни своих сотрудников, особенно ускоспециализированных научного и технического направлений, (а не только руководящей элиты) выше американского и европейского уровня по соответствующим профессиям. Данная цель соответствует одной из ценностей Росатома – «На шаг впереди!».","['это', 'человек', 'работа', 'который']"
1612,"Стремление соответствовать и превосходить ""лучшие мировые практики"" не только по показателям производительности/численности/прибыли, но и в части уровня вознаграждения работников (в особенности в регионах, по опыту общения с коллегами - в ГК и управляющих компаниях с этим все гораздо лучше. А разрыв между доходами ТОП-менеджмента отрасли и средней з/п на предприятии вообще может составлять более 50 раз). В начале текущего десятилетия, в период массовых оптимизаций (сокращений) на предприятиях Топливного Дивизиона, его руководство (Оленин Ю.А.) рассказывало о будущих средних з/п порядка 4 тыс.$. Однако в настоящий момент эта величина привязана к средней з/п по региону. Учитывая это ограничение, необходимости жить и работать в регионах (читай - в дали от цивилизации), а так же такие дополнительные ограничения как запрет на выезд из РФ, отрасль теряет много действительно талантливых и активных выпускников ВУЗов, ведь не все хотят работать ""за идею"".","['это', 'человек', 'работа', 'который']"
1613,"Если инженер получает, как продавец, он не будет полноценно мотивирован на достижение наивысшего трудового результата. За 4,5 года зарплаты так и не догнали уровень 2013 года в то время, как с тех пор основные мировые валюты претерпели инфляцию. При том, что выручка предприятия теоретически увеличилась прямо пропорционально росту курса основных мировых валют (в рублях, в которых мы получаем зарплату), а с учетом сдерживания зарплат (за исключением руководства)... В общем, цели Росатома не учитывают цели его работников (работать продуктивно, жить без экономии на еде и одежде), соответственно ни одна цель не способна то, что указано в вопросе. P.S: Знаете, чем принципиально отличается работа инженером в Росатоме от работы блинопеком в ""Теремке""? Тем, что там дают ДМС через 2 года работы, а здесь сразу.","['это', 'человек', 'работа', 'который']"
1614,"Реальное развитие персонала, а не декларации (Оценку 360 градусов ОРП так и не провел хотя мой руководитель 2 раза писал в рекоде об этом), реальные карьерные шаги, а не набор сотрудников с высшим грейдом на места (сидишь 5 лет на одном грейде и видишь как люди с улицы без опыта работы в атомной промышленности приходят на должности без надлежащих компетенций. Реальная установка ИСН, кто то бумажки перекладывает ставят ИСН опыт отвественности ноль, или же ты отвечаешь за комплектацию материалы за РЭН, Обурде, у тебя за все наказание и тебе ставят исн минимальный стандарт и работаешь постоянно внеурочно потомучно закачику надо. А еще полное отсутствие поощрений просто убивает желание работать.","['это', 'человек', 'работа', 'который']"
1615,"Возможность обхода бюрократических, консервативных, избыточных, организационных препон с целью научного прорыва в отрасли. Новые научные, технологические разработки, созданные в РФ и в мире используются в отрасли чудовищно неэффективно, мало масштабно, для показухи. Плохое горизонтальное взаимодействие между некоторыми частями в отрасли. Если создать хорошую ракету, хороший двигатель, качественную космическую ЯЭУ, это ещё не значит, что Росатома удастся соединить их вместе и удачно запустить. Проект ""Прорыв"" даст полезные результаты, но в целом это тупик. Привет Е.О.Адамову. Меня вдохновит реальный результат, а не слова и попытки. Меня вдохновит борьба за здравый смысл и против попугайства и бюрократии в отрасли. Меня вдохновит человеческое отношение к человеку во время корректировки проектов ВВЭР ТОИ и БН-1200. Забыли о человеке подумать. Строят не для всех людей, а для выгоды некоторых групп. Меня вдохновит воплощение идей живых и уже не живых академиков РАН. Пономарева-Степного, Велихова, Арцимовича, Зельдовича, Ландау и многих других. Слишком много на словах, слишком мало на деле. Отраслевой совет молодежи - характерный тому пример.","['это', 'человек', 'работа', 'который']"
1616,"Не очень понятный вопрос. Необходимо выбрать из существующих задекларированных целей Росатома? Считаю, что одним из внутренних резервов развития отрасли это - Утилизация энергетического и творческого потенциала молодежи с практическими целями путем развития внутреннего предпринимательства. Лидеры, которые имеют внутренние силы и энергию что-то самостоятельно организовать, делают это обычно, по статистике, в период от 20 до 35 лет. Т.е. это молодежь в терминологии этого опроса. Такие люди, попадая в забюрократизированные структуры предприятий отрасли или сразу уходят наружу, чтобы там самостоятельно реализовывать свой потенциал. Или даже не хотят идти внутрь. Те кто немного послабее духом, но тоже могли бы присоединиться к лидерам изменений и сформировать команды, начинают подстраиваться под существующие на предприятиях отрасли порядки. И постепенно теряют свое рвение что-то менять. Поэтому потенциал молодежи слабо используется. Внутреннее предпринимательство. Это когда создана такая система. Когда под какие-либо проекты. Большие или маленькие. Создаются отдельные юрлица (общества), которые реализуют эти проекты. Финансирование под проекты может быть из специально созданных внутреотраслевых фондов. Лидеры таких команд должны разделять риски, т.е. участвовать в капитале этих обществ. Может через механизмы личных займов из тех же внетреотраслевых фондов. Но лидеры и участники этих команд должны понимать, за что они отдают свои силы и энергию. Эти люди должны иметь доли в этих малых предприятиях. Если бы что-то подобное работало, то: 1. Качество молодежи, которая работает внутри отрасли, существенно выросло бы. Соответственно, это увеличило бы в целом кадровый потенциал отрасли. 2. Такая система была своеобразной ""внутренней школой"" управленцев.","['это', 'человек', 'работа', 'который']"
1617,"Для меня, большая цель Росатома заключается в принципиальном улучшении качества жизни людей. Электроэнергия занимает важную нишу в жизни каждого человека, и современное общество сложно представить без этого ценного ресурса. Повышение энергоэффективности, внедрение новейших технологий, расширение рынка продукции, эффективное выстраивание рабочего процесса, повышение качества сервиса - это задачи, над которыми каждый день работают сотрудники Росатома. И каждая эта задача в той или иной мере упрощает жизнь людей и делает её более комфортной. Каждый сотрудник в своей мере вносит вклад в эти задачи, и все вместе мы выполняем одну большую и важную миссию.","['это', 'человек', 'работа', 'который']"
1618,"Такой целью должна стать трансформация проектного производства. На данный момент мне видятся две основные причины неэффективной работы проектировщиков: организационная и инструментальная. Организационная проявляется в том, что большое количество работы делается и переделывается впустую. Проектирование итерационный процесс, но этот процесс не должен проходить бездумно. Сейчас в 90% случаев отдел получает задание, выполняет свою часть работы, а перед сдачей в архив задание меняется и все приходится переделывать заново. И так по несколько раз. Все это очень замедляет работу, снижает ее качество и создает у исполнителя ощущение бесполезного труда. Нет никакого смысла начинать проектирование, если нет исходных данных. Нет смысла делать такую работу просто для галочки. Второй момент - инструментальный, связан с тем, что не используются возможности программ для проектирования. Например, Autocad используется как электронный кульман - никто как следует не пользуется слоями, привязками, динамическими блоками, полями, не чертят 1:1, не используются возможности автоматизации с помощью lisp-программ и т.д. и т.п. Аналогично с Word, Excel и т.п. Почти никто не знает и не хочет ничего узнавать о возможностях, имеющихся у них инструментов. И все это в эпоху активного внедрения BIM-проектирования. С такими подходами в очень скором времени мы будем абсолютно неконкурентноспособны","['это', 'человек', 'работа', 'который']"
1619,"меня может еще больше вдохновить перевод нормоконтроля в цифровой уровень, чтобы проверка происходила не на бумаге, а в AdobePDF PRO где можно помечать и выставлять комментарии, выгружать всё это в SPF или хотя бы в общую папку на сервере АЭПа. сколько гробится бумаги, исправляя огромные комплекты из-за какой-нибудь ошибки в штампе, которая никак не влияет на работу АЭС. давайте ускорим процесс прохождения нормоконтроля, тем самым ускорим процесс сдачи комплектов рабочей документации в архив. в итоге: сроки не сорваны, как и нервы, деньги получены и деревья целы.","['это', 'человек', 'работа', 'который']"
1620,"Обеспечение глобального лидерства Росатома в области цифровизации и области ""чистой энергии"" в течении следующих 5 лет.","['атомный', 'энергетика', 'лидер', 'мировой']"
1621,Завоевание лидирующих позиций в области атомной энергетики в мировом масштабе,"['атомный', 'энергетика', 'лидер', 'мировой']"
1622,Стать лидером на глобальном рынке производителя и поставщика атомной энергии.,"['атомный', 'энергетика', 'лидер', 'мировой']"
1623,"Сохранение мировой позиции Корпорации, сохранение репутации Росатома в мировом сообществе","['атомный', 'энергетика', 'лидер', 'мировой']"
1624,Стать мировым лидером атомной промышленности,"['атомный', 'энергетика', 'лидер', 'мировой']"
1625,Самая технологичная компания,"['атомный', 'энергетика', 'лидер', 'мировой']"
1626,"Развитие нашей страны, первенство в области атомной энергетики","['атомный', 'энергетика', 'лидер', 'мировой']"
1627,Стать мировым лидером в сфере инноваций,"['атомный', 'энергетика', 'лидер', 'мировой']"
1628,Монополизация рынка атомной промышленности.,"['атомный', 'энергетика', 'лидер', 'мировой']"
1629,Быть мировым лидером в области атомной энергетики,"['атомный', 'энергетика', 'лидер', 'мировой']"
1630,лидерство в атомной отрасли в мире,"['атомный', 'энергетика', 'лидер', 'мировой']"
1631,Безопасность сотрудников атомной отрасли.,"['атомный', 'энергетика', 'лидер', 'мировой']"
1632,Росатом - лидер мировой энергетики,"['атомный', 'энергетика', 'лидер', 'мировой']"
1633,Мировое лидерство в области атомной энергетики,"['атомный', 'энергетика', 'лидер', 'мировой']"
1634,Россия - мировой лидер в области атомной энергии,"['атомный', 'энергетика', 'лидер', 'мировой']"
1635,Достижение глобального лидерства на международном рынке атомной энергетики.,"['атомный', 'энергетика', 'лидер', 'мировой']"
1636,"Росатом глобальный лидер в мире, цель- монополизм сырья и технологий.","['атомный', 'энергетика', 'лидер', 'мировой']"
1637,Быть безусловным лидером атомной науки во всем мире,"['атомный', 'энергетика', 'лидер', 'мировой']"
1638,Стать мировым технологическим лидером,"['атомный', 'энергетика', 'лидер', 'мировой']"
1639,Стать мировым лидером в сфере атомной энергетики,"['атомный', 'энергетика', 'лидер', 'мировой']"
1640,"Выход Росатома из под государственного управления и глобализация мировой атомной энергетики под ""крылом"" Росатома","['атомный', 'энергетика', 'лидер', 'мировой']"
1641,достижение глобального технологического лидерства,"['атомный', 'энергетика', 'лидер', 'мировой']"
1642,сохранение и преумножение величия российской отрасли атомной энергетики,"['атомный', 'энергетика', 'лидер', 'мировой']"
1643,Внедрение собственных мировых стандартов в области автоматизации и атомной энергетики,"['атомный', 'энергетика', 'лидер', 'мировой']"
1644,Ростатом во всем мире - лидер атомной промышленности,"['атомный', 'энергетика', 'лидер', 'мировой']"
1645,"стать лидером в атомной отрасли всего мира, как компании США заняли ИТ-сектор","['атомный', 'энергетика', 'лидер', 'мировой']"
1646,Создание самого передового и наукоемкого производства в мире,"['атомный', 'энергетика', 'лидер', 'мировой']"
1647,"Стать лидером не только в атомной отрасли, но и в других высокотехнологичных отраслях","['атомный', 'энергетика', 'лидер', 'мировой']"
1648,Создание лучшей международной компании,"['атомный', 'энергетика', 'лидер', 'мировой']"
1649,лидерство на мировом рынке атомной энергетики,"['атомный', 'энергетика', 'лидер', 'мировой']"
1650,Обеспечение мирового лидерства в области атомной энергетики и систем контроля ионизирующих излучений,"['атомный', 'энергетика', 'лидер', 'мировой']"
1651,Международное лидерство страны в атомной отрасли!,"['атомный', 'энергетика', 'лидер', 'мировой']"
1652,"Развитие атомной энергетики. В первую очередь, для России.","['атомный', 'энергетика', 'лидер', 'мировой']"
1653,Строительство наших энергоблоком по всему миру. Стать монополистом в этой сфере деятельности.,"['атомный', 'энергетика', 'лидер', 'мировой']"
1654,"Чтобы атомная отрасль России стала самой сильной, мощной и передовой в мире. Это абсолютно серьёзно!","['атомный', 'энергетика', 'лидер', 'мировой']"
1655,Продвижение бренда компании,"['атомный', 'энергетика', 'лидер', 'мировой']"
1656,Развитие гражданской энергетики в моем регионе,"['атомный', 'энергетика', 'лидер', 'мировой']"
1657,Сохранение лидирующих позиций (в мире) в сфере атомной энергетики,"['атомный', 'энергетика', 'лидер', 'мировой']"
1658,Занять первое место в мире в ядерной энергетике,"['атомный', 'энергетика', 'лидер', 'мировой']"
1659,Состояться как ведущая корпорация мира,"['атомный', 'энергетика', 'лидер', 'мировой']"
1660,Экономическая и интеллектуальная независимость РФ,"['атомный', 'энергетика', 'лидер', 'мировой']"
1661,становление РФ лидирующей страной в области атомной энергетики,"['атомный', 'энергетика', 'лидер', 'мировой']"
1662,Стать передовой корпорацией в атомной промышленности в мире,"['атомный', 'энергетика', 'лидер', 'мировой']"
1663,Монополизация международного рынка атомной энергии,"['атомный', 'энергетика', 'лидер', 'мировой']"
1664,Глобальный технологический лидер,"['атомный', 'энергетика', 'лидер', 'мировой']"
1665,космические и летательные аппараты с ядерными реакторами,"['космический', 'создание', 'реактор', 'атомный']"
1666,Запуск пилотируемого полета на Марс,"['космический', 'создание', 'реактор', 'атомный']"
1667,Строительство новых энергоблоков и жилого фонда для работников атомных станций.,"['космический', 'создание', 'реактор', 'атомный']"
1668,Собственный проект по производству светодиодного освещения и стать директором данного производства и сбыта.,"['космический', 'создание', 'реактор', 'атомный']"
1669,Разработка ядерного космического двигателя для осуществления межпланетных перелетов,"['космический', 'создание', 'реактор', 'атомный']"
1670,Создание огромных круизных атомных дирижаблей.,"['космический', 'создание', 'реактор', 'атомный']"
1671,строительство атомных станций за рубежом,"['космический', 'создание', 'реактор', 'атомный']"
1672,Создание фотонного двигателя для путешествий в дальний космос,"['космический', 'создание', 'реактор', 'атомный']"
1673,Замкнуть ядерный топливный цикл.,"['космический', 'создание', 'реактор', 'атомный']"
1674,Создание серийного термоядерного реактора и ядерного двигателя космических ракет для покорения Солнечной системы и межзвездных перелетов,"['космический', 'создание', 'реактор', 'атомный']"
1675,Строительство атомных станций в западной Европе,"['космический', 'создание', 'реактор', 'атомный']"
1676,Создание нового ядерного реактора,"['космический', 'создание', 'реактор', 'атомный']"
1677,Создание атомных космических движетелей для осуществления перелетов на другие планеты.,"['космический', 'создание', 'реактор', 'атомный']"
1678,Строительство атомных городов за пределами Земли,"['космический', 'создание', 'реактор', 'атомный']"
1679,Запуск лазерной установки!,"['космический', 'создание', 'реактор', 'атомный']"
1680,Создание мощного атомного флота России!,"['космический', 'создание', 'реактор', 'атомный']"
1681,"Развитие городов, в которых находятся атомные станции, а не городов, к которым они документально относятся.","['космический', 'создание', 'реактор', 'атомный']"
1682,Управляемый термоядерный синтез.,"['космический', 'создание', 'реактор', 'атомный']"
1683,"Создание кораблей, в том числе космических.","['космический', 'создание', 'реактор', 'атомный']"
1684,Создание промышленных предприятий. Создание термоядерного реактора.,"['космический', 'создание', 'реактор', 'атомный']"
1685,Создание вечного двигателя,"['космический', 'создание', 'реактор', 'атомный']"
1686,Применение атомной энергетики в освоении дальнего космоса,"['космический', 'создание', 'реактор', 'атомный']"
1687,Разработка атомного реактора для космических кораблей,"['космический', 'создание', 'реактор', 'атомный']"
1688,Создание базы для развития следующих поколений.,"['развитие', 'постоянный', 'отрасль', 'потенциал']"
1689,"Вклад в развитие России, как великой державы","['развитие', 'постоянный', 'отрасль', 'потенциал']"
1690,"Строительство САЭС-2, развитие и расширение г.Десногорска","['развитие', 'постоянный', 'отрасль', 'потенциал']"
1691,Развитие территорий присутствия,"['развитие', 'постоянный', 'отрасль', 'потенциал']"
1692,Лидерство Росатома в укреплении и развитии России,"['развитие', 'постоянный', 'отрасль', 'потенциал']"
1693,Надежность и постоянное развитие Росатома.,"['развитие', 'постоянный', 'отрасль', 'потенциал']"
1694,Вклад в развитие атомной отрасли.,"['развитие', 'постоянный', 'отрасль', 'потенциал']"
1695,Освоение и развитие Арктики.,"['развитие', 'постоянный', 'отрасль', 'потенциал']"
